序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
1138,儿童用品,女童睡衣,37个月~96个月,女,正常使用环境,正确的使用方式,高低温物质危害,高温物质危害,高温表面,是,燃烧,中国,2016/12/16,加拿大卫生部抽样检测确定上述召回产品不符合加拿大法律有关儿童睡衣易燃性的要求。儿童宽松睡衣比紧身睡衣更容易接触到如火炉、蜡烛和火柴等火源。一旦点燃，宽松睡衣将迅速燃烧，可能会导致儿童身体大面积的严重烧伤。
1139,儿童用品,塑料玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,哽噎，听力受损,中国,2016/12/16,玩具容易破裂，产生小部件（黑色旋转轮）。幼童可能将其放入口中，导致哽咽。此外，玩具的声压峰值过高，若玩具在接近耳朵的地方持续运行一段时间，可能会造成暂时性的听力障碍。
1140,儿童用品,塑料洋娃娃,37个月~96个月,女,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/16,洋娃娃的塑料材料含有DEHP（测得占重9.4%）。
1141,儿童用品,塑料洋娃娃,37个月~96个月,女,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/16,洋娃娃头部含有DEHP（测得占重30%）。
1142,儿童用品,塑料洋娃娃,37个月~96个月,女,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/16,洋娃娃头部含有DEHP（测得占重30%）。
1143,儿童用品,塑料洋娃娃套装,37个月~96个月,女,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/16,洋娃娃头部含有DEHP（测得占重30%）和DBP（测得占重0.134%)。
1144,儿童用品,太阳能塑料花,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,受伤,中国,2016/12/16,产品容易破裂，产生带有高磁通量的小磁铁。若儿童误吞小磁铁和其他金属物体，磁铁和金属物体会相互吸引，导致消化道堵塞或穿孔。
1145,儿童用品,玩具乐器,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,噪声危害,脉冲性噪音危害,脉冲性噪音危害,是,听力受损,中国,2016/12/16,口哨的持续性声压等级和声压峰值过高。儿童把玩口哨时，可能会出现暂时性的听力障碍。
1146,儿童用品,玩具摇铃/手锤,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,噪声危害,变动性噪音危害,变动性噪音危害,是,听力受损,中国,2016/12/16,声压等级过高。儿童可能在玩玩具时造成听力暂时性的丧失。
1147,儿童用品,吸水珠,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,受伤,中国,2016/12/16,由于其形态特征、颜色和尺寸，产品可能被误认为食物（糖果）。这可能导致儿童将其放入口中并误吞下。小珠子在浸湿后会膨胀，若小珠子被儿童吞食，它们会造成消化系统致命的阻塞。
1148,儿童用品,吸水珠,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,受伤,中国,2016/12/16,由于其形态特征、颜色和尺寸，产品可能被误认为食物（糖果）。这可能导致儿童将其放入口中并误吞下。小珠子在浸湿后会膨胀，若小珠子被儿童吞食，它们会造成消化系统致命的阻塞。
1149,纺织品及服装鞋帽 ,安全鞋,不限年龄段,男女均可使用,振动、撞击等不稳定环境,正确的使用方式,机械危害,动能危害,移动状态撞击,是,受伤,中国,2016/12/16,鞋头未能充分吸收撞击力。
1150,家具及建筑装饰装修材料,LED电光球,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,过热,是,电击，火灾,中国,2016/12/16,内外电线的横截面积太小，电线可能过热。插头尺寸大幅小于要求的尺寸。焊接到整流元件端头和LED灯上的电线末端缺少充分的防拉扯和扭曲保护。可接触的基本绝缘电线可能接触到闪光灯开关和控制元件的锐利边缘。
1151,家具及建筑装饰装修材料,LED泛光灯,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,漏电,是,电击,中国,2016/12/16,电绝缘不足，并且产品未接地。
1152,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,警示标识缺失,警示标识缺失,警示标识缺失,是,烧伤，电击,中国,2016/12/16,产品缺少以下警示：1）替换灯泡必须使用相同型号的灯泡，以防止过热；2）若外部电线损坏，产品可能会被破坏；3）若灯泡破裂或缺失，存在电击的风险。
1153,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,过热,是,电击，火灾,中国,2016/12/16,内外电线的横截面积太小，电线可能过热。电线末端缺少充分的防拉扯和扭曲保护。可接触的电线只有基本绝缘，可能接触到控制元件的锐利边缘。由伸缩管提供的灯泡绝缘不充分，有电击和火灾的风险。该产品防潮性能不足，却被推荐户外使用，有电击和火灾的风险。
1154,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,过热,是,电击，火灾,中国,2016/12/16,内外电线的横截面积太小，电线可能过热。电线末端缺少充分的防拉扯和扭曲保护。可接触的电线只有基本绝缘，可能接触到控制元件的锐利边缘。由伸缩管提供的灯泡绝缘不充分，有电击和火灾的风险。该产品防潮性能不足，却被推荐户外使用，有电击和火灾的风险。
1155,家具及建筑装饰装修材料,灯串,不限年龄段,男女均可使用,高温环境,正确的使用方式,电气危害,触电危害,过热,是,电击，火灾,中国,2016/12/16,内外电线的横截面积太小，电线可能过热。焊接到控制元件端头和LED灯上的电线末端缺少充分的防拉扯和扭曲保护。由于扁插头的尺寸不适当，连接电源时，带电部件可能会被触碰到。可被接触的电线可能接触到控制元件的锐利边缘，导致损坏。控制元件的外壳易脱落，致使带电部件可被接触。该产品防潮性能不足，却被推荐户外使用，有电击和火灾的风险。
1156,家具及建筑装饰装修材料,伸缩梯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,是,受伤,中国,2016/12/16,梯子机械强度不足，并且在使用时，梯子会弯曲或向一边倾斜，导致使用者失去平衡，从高处摔落。
1157,家用电器及电器附件,便携式空调,14岁~60岁,男女均可使用,高温环境,正确的使用方式,电气危害,电气爆炸,过热,是,火灾,中国,2016/12/16,便携式空调可能会过热，有造成火灾的危险。
1158,家用电器及电器附件,便携式空调,14岁~60岁,男女均可使用,高温环境,正确的使用方式,电气危害,电气爆炸,过热,是,火灾,中国,2016/12/16,便携式空调可能会过热，有造成火灾的危险。
1159,其他 ,车辆升降机,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,是,受伤,中国,2016/12/16,举臂锁定装置的强度不足，这可能导致汽车从升降机上掉落。
1160,日用杂品,一氧化碳探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,是,火灾,中国,2016/12/16,产品在一氧化碳探测方面的灵敏度不足。
1161,日用杂品,一氧化碳探测器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒气体危害,一氧化碳,是,窒息,中国,2016/12/16,产品在一氧化碳探测方面的灵敏度不足。
1162,文教体育用品,自平衡滑板车,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,是,电击，火灾,中国,2016/12/16,与自平衡车一起提供的电池充电组件的电绝缘不足，并且主电路和次级电路之间的爬电距离和电气间隙不足，存在电击的风险。此外，平衡车内部的电池连接器可能过热，导致火灾。
1163,儿童用品,折叠式婴儿车,36个月及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,是,割伤、跌落,中国,2016/12/20,该产品折叠铰链间的缝隙存在割伤推车人的风险，同时该产品在使用时易自动折叠，可能会造成推车人受伤和婴儿跌落。
1164,信息技术产品,工商用热敏打印机的电源套装,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,高低温物质危害,高温物质危害,明火,是,火灾,中国,2016/12/20,该产品处于潮湿或过热的环境下会逐渐老化，存在火灾隐患。
1165,家用电器及电器附件 ,咖啡机,14岁~60岁,男女均可使用,高温环境,正确的使用方式,高低温物质危害,高温物质危害,高温气体,是,烧伤,中国,2016/12/22,该产品顶部的填料盖可能会断裂使蒸汽外泄，有造成烧伤的危险。
1166,儿童用品,充气沙滩球,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/23,沙滩球的塑料膜含有DEHP（测得占重27.9%）。
1167,儿童用品,磁性钓鱼玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,是,受伤,中国,2016/12/23,附在钓鱼竿上的绿色小螃蟹带有一个高磁通量的小磁铁，并且磁铁容易脱落。若儿童误吞绿色小螃蟹和其他金属物体，磁铁和金属物体会相互吸引，导致消化道堵塞或穿孔。
1168,儿童用品,儿童安全门,16岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,部件空隙或开口,是,勒毙,中国,2016/12/23,安全与墙壁、门框之间的间隙太大，爬行的儿童可能会尝试把腿和躯干穿过栏杆之间，致使头部被夹住，导致呼吸困难甚至勒毙。
1169,儿童用品,儿童连体衣,34岁及以下,男女均可使用,正常使用环境,正确的使用方式,高低温物质危害,高温物质危害,高温表面,是,燃烧,中国,2016/12/23,加拿大卫生部抽样检测确定上述召回产品不符合加拿大法律有关儿童睡衣易燃性的要求。儿童宽松睡衣比紧身睡衣更容易接触到如火炉、蜡烛和火柴等火源。一旦点燃，宽松睡衣将迅速燃烧，可能会导致儿童身体大面积的严重烧伤。
1170,儿童用品,儿童泳衣（可能是假货）,56岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,是,受伤,中国,2016/12/23,腰部区域的拉绳可能会成为儿童各种活动中的羁绊，导致受伤。
1171,儿童用品,搞笑玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物危害,铅及其化合物,是,化学,中国,2016/12/23,电池盒的外壳在不使用任何工具的情况下容易被打开，使得电池可被接触。若儿童误吞电池，可能会损伤胃肠道。
1172,儿童用品,化装舞会用面具,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒杂环类化合物,其它,是,化学,中国,2016/12/23,玩具内部含有DEHP（测得占重22.9%）。
1173,儿童用品,木制拖拉玩具,8岁~14岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,是,哽噎，勒毙,中国,2016/12/23,绳圈可能会松开，放置在乌龟之间的红色球会松脱。幼童可能将这些小部件放入口中，导致哽咽。此外，拉绳太长，若拉绳缠绕在儿童颈部，可能导致勒毙。
1174,儿童用品,女童比基尼,37个月~96个月,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,是,受伤,中国,2016/12/23,背部和腰部区域的拉绳可能会成为羁绊，导致儿童受伤。
1175,儿童用品,女童比基尼,37个月~96个月,女,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,是,受伤，勒毙,中国,2016/12/23,颈部和背部区域的拉绳可能成为羁绊，导致儿童勒毙或受伤。
