序号,产品类别,产品名称,使用对象年龄,使用对象性别,使用环境,使用方式,召回产品存在的一级危害因素,召回产品存在的二级级危害因素,召回产品存在的三级级危害因素,是否符合我国标准或者出口国标准,可能导致的伤害类型,发布国家,发布日期,通报原因
1086,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/16,娃娃头部的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重：17.5%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1087,家具及建筑装饰装修材料,夜灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/16,透明罩易从夜灯的底座(连接器)上拆卸下来。带电部件因此可被接触，可能会导致电击。
1088,家具及建筑装饰装修材料,园桌,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械强度,,受伤,欧盟,2018/11/16,桌子稳定性不足，当承载重物时可能会倒塌。这可能导致用户受伤。
1089,家用电器及电器附件,吹风机,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/16,产品的带电部件会变得可被接触，用户可能会触摸到带电部件而遭受电击。
1090,文教体育,自平衡滑板车,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,电气爆炸,过热,,火灾,欧盟,2018/11/16,产品的充电电路没有断路开关。电池会因此过度充电和过热，从而导致火灾。
1091,文教体育,充气游泳圈,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,警示标识缺失,警示标识缺失,警示标识缺失,,溺死,欧盟,2018/11/16,该产品未包含必要的使用提醒和说明，可能会被误认为是玩具。因此，可能无法保证产品的安全和正确使用。
1092,日用杂品,项链,不限年龄段,女,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,镉及其化合物,,化学,欧盟,2018/11/16,项链含有镉（测得占重：67%）。镉对人体健康有害，能够在体内积聚，可能会损伤器官并诱发癌症。
1093,日用杂品,耳环,不限年龄段,女,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,镉及其化合物,,化学,欧盟,2018/11/16,耳环含有镉（测得占重：0.017%）。镉对人体健康有害，能够在体内积聚，可能会损伤器官并诱发癌症。
1094,日用杂品,毛绒驯鹿套件,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,铅及其化合物,,环保,欧盟,2018/11/16,该产品存在环境风险（化学污染），因为电池仓的焊料含有铅（测得占重：79%）。
1095,日用杂品,奇装异服配件,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,无机毒物危害,有毒重金属及其化合物,铅及其化合物,,环保,欧盟,2018/11/16,该产品存在环境风险（化学污染），因为电池仓的焊料含有铅（测得占重：68%）。
1096,家具装饰装修材料,长颈鹿夜灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,美国,2018/11/20,该长颈鹿造型的夜灯的小鹿脚可能脱落，对小孩子造成呛噎危险。
1097,家用电器,带夜灯的浴室加热风扇,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,过热,,火灾,美国,2018/11/20,该产品的安全断流开关可能无法正常使用，使得加热器会迅速变得过热，存在火灾危险。
1098,交通工具及相关产品,自平衡滑板车（悬浮滑板）,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,噪声危害,触电危害,漏电,,"电击, 火灾，受伤",欧盟,2018/11/23,该产品防潮性能不足，水可能与带电部件（电池仓里的外部充电接头）接触。这可能导致触电或火灾，供电设备的接头插脚的放电电压过高，并可能导致电击。该设备会在没有使用控制装置的情况下突然启动，这可能会导致伤害。
1099,信息技术产品,旅行插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,过热,,"电击, 火灾",欧盟,2018/11/23,产品的带电部件因无隔离挡板和缺少保险丝，无法保护用户安全。用户可能会因此触摸到可接触的带电部件而遭受电击。另外，一旦电流超负荷，缺少保险丝可能导致火灾。
1100,儿童用品,塑料娃娃组合,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/23,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：25%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1101,儿童用品,塑料娃娃组合,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/23,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：33%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1102,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/23,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：33%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1103,儿童用品,女童服装套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,绳索及类似物,,勒毙,欧盟,2018/11/23,该套装夹克的颈部区域有拉绳，这可能成为儿童各种活动中的羁绊，导致儿童勒毙。
1104,儿童用品,射击游戏套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/23,吸盘容易从射弹上脱落。如果儿童将射弹放入口中，吸盘可能脱落，堵塞呼吸道。
1105,儿童用品,警察玩具套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/23,吸盘容易从射弹上脱落。如果儿童将射弹放入口中，吸盘可能脱落，堵塞呼吸道。
1106,儿童用品,毛绒玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/23,铃铛容易脱落，产生小部件，幼童可能会将其放入口中而导致呛噎。
1107,儿童用品,塑料娃娃,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/23,娃娃头部的塑料材料含有邻苯二甲酸2-乙基己酯（DEHP）（测得占重：36%）。这种邻苯二甲酸盐可能危害儿童健康，损害生殖系统。
1108,儿童用品,玩具高脚椅,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械稳定性,,受伤,欧盟,2018/11/23,玩具的锁定装置不能正常运作。移动部件之间的空间不足，玩具高脚椅在使用过程中可能因此倒塌，造成伤害。
1109,儿童用品,玩具婴儿学步车,36个月及以下,男女均可使用,楼梯边缘,正确的使用方式,机械危害,潜在能量危害,低机械稳定性,,受伤,欧盟,2018/11/23,玩具的锁定装置不能正常运作。移动部件之间的空间不足，玩具婴儿学步车在使用过程中可能因此倒塌，造成伤害。
1110,儿童用品,玩具折叠式手推车,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,低机械稳定性,,受伤,欧盟,2018/11/23,手推车只有一个安全锁，承载能力不足，容易倒塌。坐在里面的儿童可能会跌落到地上。
1111,儿童用品,玩具弓箭套装,37个月~96个月,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/23,玩具上的吸盘容易脱落。如果儿童将弓箭放入口中，吸盘可能脱落，堵塞呼吸道。
1112,儿童用品,音乐玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/23,小部件易从玩具上脱落。幼儿可能将其放入口中，导致呛噎。
1113,儿童用品,玩具车套装,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,弹性组件失控,,受伤,欧盟,2018/11/23,弹簧发射器的动能太高，这可能造成包括眼睛在内的伤害。
1114,儿童用品,音乐玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/23,玩具容易碎裂并产生小部件。幼儿可能将其放入口中，导致呛噎。
1115,儿童用品,音乐玩具,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,机械危害,形状和表面性能危害,小零件,,呛噎,欧盟,2018/11/23,小部件易从玩具上脱落。幼儿可能将其放入口中，导致呛噎。
1116,家具及建筑装饰装修材料,LED灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/23,当灯与灯座连接时，灯罩可以很容易地被拆卸。带电部件因此变得易被接触。
1117,家具及建筑装饰装修材料,LED泛光灯,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/23,带电部件可直接被接触，因为没有正确的信息指引用户安全安装连接导线，因此用户易接触带电部件并遭到电击。
1118,家具及建筑装饰装修材料,角磨机,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,动能危害,旋转部件牵扯,,受伤,欧盟,2018/11/23,如果切割盘裂开，保护使用者的防护装置会过度旋转。使用者可能会被飞溅的颗粒击中。
1119,家具及建筑装饰装修材料,墙纸剥离器,14岁~60岁,男女均可使用,正常使用环境,正确的使用方式,机械危害,潜在能量危害,机械强度,,烧伤,欧盟,2018/11/23,当蒸汽从装置排出时，加注盖过热。使用者必须使用加注盖来给装置加水，有可能导致烧伤。
1120,家用电器及电器附件,真空吸尘器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,短路,,火灾,欧盟,2018/11/23,充电控制装置和电池组有缺陷，这会导致产品在充电时过热，造成火灾或短路的风险。
1121,家用电器及电器附件,两用插头,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,过热,,火灾,欧盟,2018/11/23,产品无保险丝，在电流超负荷的情况下，产品无法提供适当的保护，这会引起火灾。
1122,文教体育用品,激光笔,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,辐射危害,射线辐射危害,激光辐射,,视力受损,欧盟,2018/11/23,激光束过强。激光束直接射入眼睛会导致视力受损。
1123,电子信息,旅行插头适配器,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/23,可打开的欧标插头的尺寸明显小于所需尺寸。插头可以单极插入，当适配器被插入插座时，使用者可能会触摸到插头的带电插脚并遭受电击。
1124,日用杂品,电压测试仪,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,电气危害,触电危害,漏电,,电击,欧盟,2018/11/23,电压测试仪未绝缘的金属尖端太长，使用者在正常使用过程中可能会意外触碰带电的金属尖端并受到电击。
1125,日用杂品 ,搅拌桶,不限年龄段,男女均可使用,正常使用环境,正确的使用方式,警示标识缺失,警示标示缺失,警示标示缺失,,溺毙,美国,2018/11/27,幼儿可能掉进桶里并淹死。该产品没有提供必需的警示标签来提醒存在幼儿溺毙风险。
1126,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/30,娃娃头部的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重37%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
1127,儿童用品,塑料娃娃,14岁及以下,男女均可使用,正常使用环境,正确的使用方式,有机毒物,有毒芳香稠环类化合物,其它,,化学,欧盟,2018/11/30,娃娃头部的塑料材料含有邻苯二甲酸二-(2-乙基己基)酯（DEHP）（测得占重33%）。这种邻苯二甲酸盐可能危害儿童健康，导致生殖系统损伤。
1128,儿童用品,婴儿学步车,36个月及以下,男女均可使用,楼梯边缘,正确的使用方式,机械危害,潜在能量危害,低机械稳定性,,受伤,欧盟,2018/11/30,婴儿学步车的强度不足，产品缺乏预防从楼梯上跌下的保护装置。婴儿学步车在使用过程中可能会倒塌或从楼梯上摔下来，导致儿童受伤。
